
Epoch 0, 25%	 Loss : 9.0498e-04	 RES : 3.3792e-05	 MSE : 4.6059e-04	 REL : 1.0435e+00
Epoch 299, 50%	 Loss : 4.8634e-05	 RES : 8.5525e-08	 MSE : 2.6102e-05	 REL : 2.5065e-01
Epoch 299, 75%	 Loss : 5.5613e-05	 RES : 1.0341e-07	 MSE : 2.7166e-05	 REL : 2.4164e-01
Training Epoch 299 :	 Loss : 5.0432e-05 	 RES : 8.9526e-08	 MSE : 2.7600e-05	 REL : 2.4989e-01
Validation Epoch 299 :	 Loss : 5.0187e-05	 RES : 8.7153e-08	 MSE : 2.6354e-05	 REL : 2.4452e-01
Training Epoch 299 finished,took current epoch 188.80s,cumulative time 56552.18s
MODEL SAVED
Learning Rate : 0.001
Epoch 300, 25%	 Loss : 4.8987e-05	 RES : 8.2478e-08	 MSE : 2.3589e-05	 REL : 2.3615e-01
Epoch 300, 50%	 Loss : 4.8629e-05	 RES : 8.5404e-08	 MSE : 2.6067e-05	 REL : 2.5048e-01
Epoch 300, 75%	 Loss : 5.5611e-05	 RES : 1.0334e-07	 MSE : 2.7154e-05	 REL : 2.4158e-01
Training Epoch 300 :	 Loss : 5.0429e-05 	 RES : 8.9425e-08	 MSE : 2.7569e-05	 REL : 2.4975e-01
Validation Epoch 300 :	 Loss : 5.0185e-05	 RES : 8.7047e-08	 MSE : 2.6343e-05	 REL : 2.4447e-01
Training Epoch 300 finished,took current epoch 189.05s,cumulative time 56741.09s
MODEL SAVED
Learning Rate : 0.001
Epoch 301, 25%	 Loss : 4.8985e-05	 RES : 8.2403e-08	 MSE : 2.3566e-05	 REL : 2.3604e-01
Epoch 301, 50%	 Loss : 4.8625e-05	 RES : 8.5322e-08	 MSE : 2.6028e-05	 REL : 2.5029e-01
Epoch 301, 75%	 Loss : 5.5608e-05	 RES : 1.0322e-07	 MSE : 2.7110e-05	 REL : 2.4139e-01
Training Epoch 301 :	 Loss : 5.0427e-05 	 RES : 8.9324e-08	 MSE : 2.7535e-05	 REL : 2.4959e-01
Validation Epoch 301 :	 Loss : 5.0183e-05	 RES : 8.6976e-08	 MSE : 2.6311e-05	 REL : 2.4432e-01
Training Epoch 301 finished,took current epoch 190.46s,cumulative time 56931.39s
MODEL SAVED
Learning Rate : 0.001
Epoch 302, 25%	 Loss : 4.8983e-05	 RES : 8.2338e-08	 MSE : 2.3553e-05	 REL : 2.3597e-01
Epoch 302, 50%	 Loss : 4.8621e-05	 RES : 8.5172e-08	 MSE : 2.5969e-05	 REL : 2.5001e-01
Epoch 302, 75%	 Loss : 5.5607e-05	 RES : 1.0309e-07	 MSE : 2.7083e-05	 REL : 2.4127e-01
Training Epoch 302 :	 Loss : 5.0424e-05 	 RES : 8.9237e-08	 MSE : 2.7510e-05	 REL : 2.4948e-01
Validation Epoch 302 :	 Loss : 5.0180e-05	 RES : 8.6863e-08	 MSE : 2.6279e-05	 REL : 2.4417e-01
Training Epoch 302 finished,took current epoch 188.50s,cumulative time 57119.74s
MODEL SAVED
Learning Rate : 0.001
Epoch 303, 25%	 Loss : 4.8981e-05	 RES : 8.2231e-08	 MSE : 2.3529e-05	 REL : 2.3585e-01
Epoch 303, 50%	 Loss : 4.8616e-05	 RES : 8.5044e-08	 MSE : 2.5884e-05	 REL : 2.4960e-01
Epoch 303, 75%	 Loss : 5.5604e-05	 RES : 1.0304e-07	 MSE : 2.7035e-05	 REL : 2.4106e-01
Training Epoch 303 :	 Loss : 5.0421e-05 	 RES : 8.9142e-08	 MSE : 2.7480e-05	 REL : 2.4934e-01
Validation Epoch 303 :	 Loss : 5.0178e-05	 RES : 8.6798e-08	 MSE : 2.6229e-05	 REL : 2.4394e-01
Training Epoch 303 finished,took current epoch 189.13s,cumulative time 57308.70s
MODEL SAVED
Learning Rate : 0.001
Epoch 304, 25%	 Loss : 4.8980e-05	 RES : 8.2113e-08	 MSE : 2.3510e-05	 REL : 2.3576e-01
Epoch 304, 50%	 Loss : 4.8611e-05	 RES : 8.4954e-08	 MSE : 2.5862e-05	 REL : 2.4950e-01
Epoch 304, 75%	 Loss : 5.5604e-05	 RES : 1.0296e-07	 MSE : 2.7007e-05	 REL : 2.4093e-01
Training Epoch 304 :	 Loss : 5.0419e-05 	 RES : 8.9048e-08	 MSE : 2.7450e-05	 REL : 2.4920e-01
Validation Epoch 304 :	 Loss : 5.0176e-05	 RES : 8.6717e-08	 MSE : 2.6224e-05	 REL : 2.4392e-01
Training Epoch 304 finished,took current epoch 188.26s,cumulative time 57496.77s
MODEL SAVED
Learning Rate : 0.001
Epoch 305, 25%	 Loss : 4.8981e-05	 RES : 8.2075e-08	 MSE : 2.3489e-05	 REL : 2.3565e-01
Epoch 305, 50%	 Loss : 4.8606e-05	 RES : 8.4821e-08	 MSE : 2.5812e-05	 REL : 2.4926e-01
Epoch 305, 75%	 Loss : 5.5609e-05	 RES : 1.0293e-07	 MSE : 2.7009e-05	 REL : 2.4094e-01
Training Epoch 305 :	 Loss : 5.0416e-05 	 RES : 8.8953e-08	 MSE : 2.7419e-05	 REL : 2.4906e-01
Validation Epoch 305 :	 Loss : 5.0174e-05	 RES : 8.6639e-08	 MSE : 2.6191e-05	 REL : 2.4376e-01
Training Epoch 305 finished,took current epoch 188.99s,cumulative time 57685.58s
MODEL SAVED
Learning Rate : 0.001
Epoch 306, 25%	 Loss : 4.8982e-05	 RES : 8.2083e-08	 MSE : 2.3530e-05	 REL : 2.3586e-01
Epoch 306, 50%	 Loss : 4.8601e-05	 RES : 8.4728e-08	 MSE : 2.5791e-05	 REL : 2.4915e-01
Epoch 306, 75%	 Loss : 5.5611e-05	 RES : 1.0293e-07	 MSE : 2.6986e-05	 REL : 2.4084e-01
Training Epoch 306 :	 Loss : 5.0413e-05 	 RES : 8.8868e-08	 MSE : 2.7394e-05	 REL : 2.4895e-01
Validation Epoch 306 :	 Loss : 5.0171e-05	 RES : 8.6553e-08	 MSE : 2.6139e-05	 REL : 2.4352e-01
Training Epoch 306 finished,took current epoch 188.96s,cumulative time 57874.40s
MODEL SAVED
Learning Rate : 0.001
Epoch 307, 25%	 Loss : 4.8983e-05	 RES : 8.1981e-08	 MSE : 2.3528e-05	 REL : 2.3584e-01
Epoch 307, 50%	 Loss : 4.8597e-05	 RES : 8.4631e-08	 MSE : 2.5777e-05	 REL : 2.4909e-01
Epoch 307, 75%	 Loss : 5.5614e-05	 RES : 1.0300e-07	 MSE : 2.6982e-05	 REL : 2.4082e-01
Training Epoch 307 :	 Loss : 5.0411e-05 	 RES : 8.8781e-08	 MSE : 2.7368e-05	 REL : 2.4883e-01
Validation Epoch 307 :	 Loss : 5.0168e-05	 RES : 8.6490e-08	 MSE : 2.6112e-05	 REL : 2.4339e-01
Training Epoch 307 finished,took current epoch 188.49s,cumulative time 58062.75s
MODEL SAVED
Learning Rate : 0.001
Epoch 308, 25%	 Loss : 4.8983e-05	 RES : 8.1887e-08	 MSE : 2.3499e-05	 REL : 2.3570e-01
Epoch 308, 50%	 Loss : 4.8594e-05	 RES : 8.4528e-08	 MSE : 2.5732e-05	 REL : 2.4887e-01
Epoch 308, 75%	 Loss : 5.5616e-05	 RES : 1.0298e-07	 MSE : 2.6940e-05	 REL : 2.4063e-01
Training Epoch 308 :	 Loss : 5.0408e-05 	 RES : 8.8698e-08	 MSE : 2.7343e-05	 REL : 2.4871e-01
Validation Epoch 308 :	 Loss : 5.0166e-05	 RES : 8.6400e-08	 MSE : 2.6067e-05	 REL : 2.4318e-01
Training Epoch 308 finished,took current epoch 189.13s,cumulative time 58251.72s
MODEL SAVED
Learning Rate : 0.001
Epoch 309, 25%	 Loss : 4.8983e-05	 RES : 8.1792e-08	 MSE : 2.3469e-05	 REL : 2.3555e-01
Epoch 309, 50%	 Loss : 4.8590e-05	 RES : 8.4442e-08	 MSE : 2.5707e-05	 REL : 2.4875e-01
Epoch 309, 75%	 Loss : 5.5617e-05	 RES : 1.0283e-07	 MSE : 2.6888e-05	 REL : 2.4040e-01
Training Epoch 309 :	 Loss : 5.0405e-05 	 RES : 8.8616e-08	 MSE : 2.7317e-05	 REL : 2.4859e-01
Validation Epoch 309 :	 Loss : 5.0163e-05	 RES : 8.6314e-08	 MSE : 2.6065e-05	 REL : 2.4318e-01
Training Epoch 309 finished,took current epoch 188.23s,cumulative time 58439.79s
MODEL SAVED
Learning Rate : 0.001
Epoch 310, 25%	 Loss : 4.8979e-05	 RES : 8.1633e-08	 MSE : 2.3409e-05	 REL : 2.3525e-01
Epoch 310, 50%	 Loss : 4.8587e-05	 RES : 8.4345e-08	 MSE : 2.5649e-05	 REL : 2.4847e-01
Epoch 310, 75%	 Loss : 5.5620e-05	 RES : 1.0280e-07	 MSE : 2.6886e-05	 REL : 2.4039e-01
Training Epoch 310 :	 Loss : 5.0402e-05 	 RES : 8.8528e-08	 MSE : 2.7290e-05	 REL : 2.4847e-01
Validation Epoch 310 :	 Loss : 5.0160e-05	 RES : 8.6184e-08	 MSE : 2.6029e-05	 REL : 2.4301e-01
Training Epoch 310 finished,took current epoch 188.83s,cumulative time 58628.46s
MODEL SAVED
Learning Rate : 0.001
Epoch 311, 25%	 Loss : 4.8976e-05	 RES : 8.1587e-08	 MSE : 2.3395e-05	 REL : 2.3518e-01
Epoch 311, 50%	 Loss : 4.8584e-05	 RES : 8.4241e-08	 MSE : 2.5632e-05	 REL : 2.4839e-01
Epoch 311, 75%	 Loss : 5.5620e-05	 RES : 1.0278e-07	 MSE : 2.6857e-05	 REL : 2.4026e-01
Training Epoch 311 :	 Loss : 5.0399e-05 	 RES : 8.8445e-08	 MSE : 2.7269e-05	 REL : 2.4837e-01
Validation Epoch 311 :	 Loss : 5.0157e-05	 RES : 8.6064e-08	 MSE : 2.6022e-05	 REL : 2.4298e-01
Training Epoch 311 finished,took current epoch 187.95s,cumulative time 58816.26s
MODEL SAVED
Learning Rate : 0.001
Epoch 312, 25%	 Loss : 4.8974e-05	 RES : 8.1473e-08	 MSE : 2.3350e-05	 REL : 2.3495e-01
Epoch 312, 50%	 Loss : 4.8581e-05	 RES : 8.4147e-08	 MSE : 2.5599e-05	 REL : 2.4822e-01
Epoch 312, 75%	 Loss : 5.5621e-05	 RES : 1.0278e-07	 MSE : 2.6853e-05	 REL : 2.4024e-01
Training Epoch 312 :	 Loss : 5.0396e-05 	 RES : 8.8360e-08	 MSE : 2.7244e-05	 REL : 2.4826e-01
Validation Epoch 312 :	 Loss : 5.0154e-05	 RES : 8.5977e-08	 MSE : 2.5972e-05	 REL : 2.4274e-01
Training Epoch 312 finished,took current epoch 189.26s,cumulative time 59005.38s
MODEL SAVED
Learning Rate : 0.001
Epoch 313, 25%	 Loss : 4.8971e-05	 RES : 8.1439e-08	 MSE : 2.3329e-05	 REL : 2.3484e-01
Epoch 313, 50%	 Loss : 4.8577e-05	 RES : 8.4015e-08	 MSE : 2.5563e-05	 REL : 2.4805e-01
Epoch 313, 75%	 Loss : 5.5624e-05	 RES : 1.0273e-07	 MSE : 2.6837e-05	 REL : 2.4017e-01
Training Epoch 313 :	 Loss : 5.0393e-05 	 RES : 8.8285e-08	 MSE : 2.7224e-05	 REL : 2.4817e-01
Validation Epoch 313 :	 Loss : 5.0151e-05	 RES : 8.5904e-08	 MSE : 2.5967e-05	 REL : 2.4272e-01
Training Epoch 313 finished,took current epoch 189.16s,cumulative time 59194.38s
MODEL SAVED
Learning Rate : 0.001
Epoch 314, 25%	 Loss : 4.8967e-05	 RES : 8.1482e-08	 MSE : 2.3369e-05	 REL : 2.3505e-01
Epoch 314, 50%	 Loss : 4.8571e-05	 RES : 8.3949e-08	 MSE : 2.5602e-05	 REL : 2.4824e-01
Epoch 314, 75%	 Loss : 5.5624e-05	 RES : 1.0268e-07	 MSE : 2.6832e-05	 REL : 2.4015e-01
Training Epoch 314 :	 Loss : 5.0389e-05 	 RES : 8.8197e-08	 MSE : 2.7195e-05	 REL : 2.4804e-01
Validation Epoch 314 :	 Loss : 5.0148e-05	 RES : 8.5837e-08	 MSE : 2.5940e-05	 REL : 2.4259e-01
Training Epoch 314 finished,took current epoch 189.06s,cumulative time 59383.24s
MODEL SAVED
Learning Rate : 0.001
Epoch 315, 25%	 Loss : 4.8964e-05	 RES : 8.1413e-08	 MSE : 2.3317e-05	 REL : 2.3479e-01
Epoch 315, 50%	 Loss : 4.8565e-05	 RES : 8.3845e-08	 MSE : 2.5577e-05	 REL : 2.4812e-01
Epoch 315, 75%	 Loss : 5.5621e-05	 RES : 1.0280e-07	 MSE : 2.6806e-05	 REL : 2.4003e-01
Training Epoch 315 :	 Loss : 5.0386e-05 	 RES : 8.8118e-08	 MSE : 2.7172e-05	 REL : 2.4793e-01
Validation Epoch 315 :	 Loss : 5.0146e-05	 RES : 8.5754e-08	 MSE : 2.5945e-05	 REL : 2.4262e-01
Training Epoch 315 finished,took current epoch 188.19s,cumulative time 59571.25s
MODEL SAVED
Learning Rate : 0.001
Epoch 316, 25%	 Loss : 4.8962e-05	 RES : 8.1415e-08	 MSE : 2.3327e-05	 REL : 2.3483e-01
Epoch 316, 50%	 Loss : 4.8559e-05	 RES : 8.3763e-08	 MSE : 2.5580e-05	 REL : 2.4813e-01
Epoch 316, 75%	 Loss : 5.5618e-05	 RES : 1.0280e-07	 MSE : 2.6780e-05	 REL : 2.3992e-01
Training Epoch 316 :	 Loss : 5.0382e-05 	 RES : 8.8043e-08	 MSE : 2.7148e-05	 REL : 2.4782e-01
Validation Epoch 316 :	 Loss : 5.0142e-05	 RES : 8.5676e-08	 MSE : 2.5926e-05	 REL : 2.4253e-01
Training Epoch 316 finished,took current epoch 188.93s,cumulative time 59760.01s
MODEL SAVED
Learning Rate : 0.001
Epoch 317, 25%	 Loss : 4.8960e-05	 RES : 8.1334e-08	 MSE : 2.3312e-05	 REL : 2.3476e-01
Epoch 317, 50%	 Loss : 4.8552e-05	 RES : 8.3670e-08	 MSE : 2.5534e-05	 REL : 2.4791e-01
Epoch 317, 75%	 Loss : 5.5618e-05	 RES : 1.0291e-07	 MSE : 2.6840e-05	 REL : 2.4018e-01
Training Epoch 317 :	 Loss : 5.0378e-05 	 RES : 8.7965e-08	 MSE : 2.7126e-05	 REL : 2.4772e-01
Validation Epoch 317 :	 Loss : 5.0139e-05	 RES : 8.5626e-08	 MSE : 2.5886e-05	 REL : 2.4234e-01
Training Epoch 317 finished,took current epoch 189.21s,cumulative time 59949.08s
MODEL SAVED
Learning Rate : 0.001
Epoch 318, 25%	 Loss : 4.8962e-05	 RES : 8.1344e-08	 MSE : 2.3312e-05	 REL : 2.3476e-01
Epoch 318, 50%	 Loss : 4.8551e-05	 RES : 8.3601e-08	 MSE : 2.5547e-05	 REL : 2.4797e-01
Epoch 318, 75%	 Loss : 5.5617e-05	 RES : 1.0285e-07	 MSE : 2.6793e-05	 REL : 2.3997e-01
Training Epoch 318 :	 Loss : 5.0373e-05 	 RES : 8.7894e-08	 MSE : 2.7106e-05	 REL : 2.4762e-01
Validation Epoch 318 :	 Loss : 5.0135e-05	 RES : 8.5558e-08	 MSE : 2.5851e-05	 REL : 2.4218e-01
Training Epoch 318 finished,took current epoch 188.84s,cumulative time 60137.75s
MODEL SAVED
Learning Rate : 0.001
Epoch 319, 25%	 Loss : 4.8964e-05	 RES : 8.1387e-08	 MSE : 2.3346e-05	 REL : 2.3493e-01
Epoch 319, 50%	 Loss : 4.8548e-05	 RES : 8.3520e-08	 MSE : 2.5510e-05	 REL : 2.4779e-01
Epoch 319, 75%	 Loss : 5.5622e-05	 RES : 1.0284e-07	 MSE : 2.6795e-05	 REL : 2.3998e-01
Training Epoch 319 :	 Loss : 5.0367e-05 	 RES : 8.7829e-08	 MSE : 2.7088e-05	 REL : 2.4754e-01
Validation Epoch 319 :	 Loss : 5.0129e-05	 RES : 8.5529e-08	 MSE : 2.5826e-05	 REL : 2.4206e-01
Training Epoch 319 finished,took current epoch 189.41s,cumulative time 60326.99s
MODEL SAVED
Learning Rate : 0.001
Epoch 320, 25%	 Loss : 4.8957e-05	 RES : 8.1387e-08	 MSE : 2.3311e-05	 REL : 2.3476e-01
Epoch 320, 50%	 Loss : 4.8558e-05	 RES : 8.3464e-08	 MSE : 2.5479e-05	 REL : 2.4764e-01
Epoch 320, 75%	 Loss : 5.5610e-05	 RES : 1.0294e-07	 MSE : 2.6798e-05	 REL : 2.4000e-01
Training Epoch 320 :	 Loss : 5.0357e-05 	 RES : 8.7772e-08	 MSE : 2.7068e-05	 REL : 2.4744e-01
Validation Epoch 320 :	 Loss : 5.0117e-05	 RES : 8.5513e-08	 MSE : 2.5795e-05	 REL : 2.4192e-01
Training Epoch 320 finished,took current epoch 189.42s,cumulative time 60516.26s
MODEL SAVED
Learning Rate : 0.001
Epoch 321, 25%	 Loss : 4.8925e-05	 RES : 8.1393e-08	 MSE : 2.3287e-05	 REL : 2.3464e-01
Epoch 321, 50%	 Loss : 4.8557e-05	 RES : 8.3419e-08	 MSE : 2.5509e-05	 REL : 2.4779e-01
Epoch 321, 75%	 Loss : 5.5599e-05	 RES : 1.0296e-07	 MSE : 2.6815e-05	 REL : 2.4007e-01
Training Epoch 321 :	 Loss : 5.0349e-05 	 RES : 8.7732e-08	 MSE : 2.7056e-05	 REL : 2.4739e-01
Validation Epoch 321 :	 Loss : 5.0115e-05	 RES : 8.5485e-08	 MSE : 2.5781e-05	 REL : 2.4185e-01
Training Epoch 321 finished,took current epoch 188.49s,cumulative time 60704.58s
MODEL SAVED
Learning Rate : 0.001
Epoch 322, 25%	 Loss : 4.8923e-05	 RES : 8.1511e-08	 MSE : 2.3303e-05	 REL : 2.3472e-01
Epoch 322, 50%	 Loss : 4.8554e-05	 RES : 8.3346e-08	 MSE : 2.5491e-05	 REL : 2.4770e-01
Epoch 322, 75%	 Loss : 5.5597e-05	 RES : 1.0303e-07	 MSE : 2.6869e-05	 REL : 2.4031e-01
Training Epoch 322 :	 Loss : 5.0346e-05 	 RES : 8.7682e-08	 MSE : 2.7041e-05	 REL : 2.4732e-01
Validation Epoch 322 :	 Loss : 5.0112e-05	 RES : 8.5424e-08	 MSE : 2.5765e-05	 REL : 2.4178e-01
Training Epoch 322 finished,took current epoch 189.02s,cumulative time 60893.22s
MODEL SAVED
Learning Rate : 0.001
Epoch 323, 25%	 Loss : 4.8920e-05	 RES : 8.1453e-08	 MSE : 2.3277e-05	 REL : 2.3459e-01
Epoch 323, 50%	 Loss : 4.8551e-05	 RES : 8.3255e-08	 MSE : 2.5431e-05	 REL : 2.4741e-01
Epoch 323, 75%	 Loss : 5.5596e-05	 RES : 1.0309e-07	 MSE : 2.6872e-05	 REL : 2.4033e-01
Training Epoch 323 :	 Loss : 5.0343e-05 	 RES : 8.7624e-08	 MSE : 2.7027e-05	 REL : 2.4725e-01
Validation Epoch 323 :	 Loss : 5.0110e-05	 RES : 8.5360e-08	 MSE : 2.5755e-05	 REL : 2.4173e-01
Training Epoch 323 finished,took current epoch 188.86s,cumulative time 61081.88s
MODEL SAVED
Learning Rate : 0.001
Epoch 324, 25%	 Loss : 4.8918e-05	 RES : 8.1444e-08	 MSE : 2.3246e-05	 REL : 2.3443e-01
Epoch 324, 50%	 Loss : 4.8548e-05	 RES : 8.3214e-08	 MSE : 2.5418e-05	 REL : 2.4735e-01
Epoch 324, 75%	 Loss : 5.5595e-05	 RES : 1.0317e-07	 MSE : 2.6877e-05	 REL : 2.4035e-01
Training Epoch 324 :	 Loss : 5.0341e-05 	 RES : 8.7552e-08	 MSE : 2.7001e-05	 REL : 2.4713e-01
Validation Epoch 324 :	 Loss : 5.0107e-05	 RES : 8.5282e-08	 MSE : 2.5730e-05	 REL : 2.4161e-01
Training Epoch 324 finished,took current epoch 187.88s,cumulative time 61269.51s
MODEL SAVED
Learning Rate : 0.001
Epoch 325, 25%	 Loss : 4.8917e-05	 RES : 8.1447e-08	 MSE : 2.3233e-05	 REL : 2.3436e-01
Epoch 325, 50%	 Loss : 4.8545e-05	 RES : 8.3101e-08	 MSE : 2.5333e-05	 REL : 2.4693e-01
Epoch 325, 75%	 Loss : 5.5595e-05	 RES : 1.0324e-07	 MSE : 2.6904e-05	 REL : 2.4047e-01
Training Epoch 325 :	 Loss : 5.0338e-05 	 RES : 8.7497e-08	 MSE : 2.6992e-05	 REL : 2.4709e-01
Validation Epoch 325 :	 Loss : 5.0105e-05	 RES : 8.5208e-08	 MSE : 2.5711e-05	 REL : 2.4152e-01
Training Epoch 325 finished,took current epoch 188.30s,cumulative time 61457.66s
MODEL SAVED
Learning Rate : 0.001
Epoch 326, 25%	 Loss : 4.8915e-05	 RES : 8.1380e-08	 MSE : 2.3218e-05	 REL : 2.3429e-01
Epoch 326, 50%	 Loss : 4.8543e-05	 RES : 8.3049e-08	 MSE : 2.5366e-05	 REL : 2.4709e-01
Epoch 326, 75%	 Loss : 5.5595e-05	 RES : 1.0328e-07	 MSE : 2.6905e-05	 REL : 2.4047e-01
Training Epoch 326 :	 Loss : 5.0336e-05 	 RES : 8.7430e-08	 MSE : 2.6976e-05	 REL : 2.4701e-01
Validation Epoch 326 :	 Loss : 5.0102e-05	 RES : 8.5128e-08	 MSE : 2.5714e-05	 REL : 2.4154e-01
Training Epoch 326 finished,took current epoch 189.39s,cumulative time 61646.91s
MODEL SAVED
Learning Rate : 0.001
Epoch 327, 25%	 Loss : 4.8914e-05	 RES : 8.1347e-08	 MSE : 2.3213e-05	 REL : 2.3426e-01
Epoch 327, 50%	 Loss : 4.8541e-05	 RES : 8.2975e-08	 MSE : 2.5345e-05	 REL : 2.4699e-01
Epoch 327, 75%	 Loss : 5.5594e-05	 RES : 1.0328e-07	 MSE : 2.6894e-05	 REL : 2.4043e-01
Training Epoch 327 :	 Loss : 5.0334e-05 	 RES : 8.7359e-08	 MSE : 2.6956e-05	 REL : 2.4692e-01
Validation Epoch 327 :	 Loss : 5.0099e-05	 RES : 8.5028e-08	 MSE : 2.5703e-05	 REL : 2.4149e-01
Training Epoch 327 finished,took current epoch 188.50s,cumulative time 61835.24s
MODEL SAVED
Learning Rate : 0.001
Epoch 328, 25%	 Loss : 4.8911e-05	 RES : 8.1228e-08	 MSE : 2.3156e-05	 REL : 2.3398e-01
Epoch 328, 50%	 Loss : 4.8539e-05	 RES : 8.2901e-08	 MSE : 2.5328e-05	 REL : 2.4691e-01
Epoch 328, 75%	 Loss : 5.5594e-05	 RES : 1.0347e-07	 MSE : 2.6953e-05	 REL : 2.4069e-01
Training Epoch 328 :	 Loss : 5.0332e-05 	 RES : 8.7293e-08	 MSE : 2.6940e-05	 REL : 2.4684e-01
Validation Epoch 328 :	 Loss : 5.0097e-05	 RES : 8.4941e-08	 MSE : 2.5673e-05	 REL : 2.4134e-01
Training Epoch 328 finished,took current epoch 189.22s,cumulative time 62024.31s
MODEL SAVED
Learning Rate : 0.001
Epoch 329, 25%	 Loss : 4.8910e-05	 RES : 8.1236e-08	 MSE : 2.3159e-05	 REL : 2.3399e-01
Epoch 329, 50%	 Loss : 4.8538e-05	 RES : 8.2848e-08	 MSE : 2.5315e-05	 REL : 2.4684e-01
Epoch 329, 75%	 Loss : 5.5593e-05	 RES : 1.0354e-07	 MSE : 2.6964e-05	 REL : 2.4074e-01
Training Epoch 329 :	 Loss : 5.0330e-05 	 RES : 8.7234e-08	 MSE : 2.6927e-05	 REL : 2.4678e-01
Validation Epoch 329 :	 Loss : 5.0095e-05	 RES : 8.4889e-08	 MSE : 2.5672e-05	 REL : 2.4134e-01
Training Epoch 329 finished,took current epoch 189.16s,cumulative time 62213.33s
MODEL SAVED
Learning Rate : 0.001
Epoch 330, 25%	 Loss : 4.8909e-05	 RES : 8.1197e-08	 MSE : 2.3139e-05	 REL : 2.3389e-01
Epoch 330, 50%	 Loss : 4.8536e-05	 RES : 8.2774e-08	 MSE : 2.5272e-05	 REL : 2.4663e-01
Epoch 330, 75%	 Loss : 5.5593e-05	 RES : 1.0370e-07	 MSE : 2.7008e-05	 REL : 2.4093e-01
Training Epoch 330 :	 Loss : 5.0328e-05 	 RES : 8.7178e-08	 MSE : 2.6912e-05	 REL : 2.4671e-01
Validation Epoch 330 :	 Loss : 5.0092e-05	 RES : 8.4787e-08	 MSE : 2.5663e-05	 REL : 2.4130e-01
Training Epoch 330 finished,took current epoch 189.00s,cumulative time 62402.01s
MODEL SAVED
Learning Rate : 0.001
Epoch 331, 25%	 Loss : 4.8906e-05	 RES : 8.1103e-08	 MSE : 2.3121e-05	 REL : 2.3380e-01
Epoch 331, 50%	 Loss : 4.8534e-05	 RES : 8.2696e-08	 MSE : 2.5255e-05	 REL : 2.4655e-01
Epoch 331, 75%	 Loss : 5.5592e-05	 RES : 1.0370e-07	 MSE : 2.6994e-05	 REL : 2.4087e-01
Training Epoch 331 :	 Loss : 5.0325e-05 	 RES : 8.7101e-08	 MSE : 2.6888e-05	 REL : 2.4660e-01
Validation Epoch 331 :	 Loss : 5.0090e-05	 RES : 8.4702e-08	 MSE : 2.5646e-05	 REL : 2.4122e-01
Training Epoch 331 finished,took current epoch 189.56s,cumulative time 62591.43s
MODEL SAVED
Learning Rate : 0.001
Epoch 332, 25%	 Loss : 4.8904e-05	 RES : 8.1059e-08	 MSE : 2.3101e-05	 REL : 2.3370e-01
Epoch 332, 50%	 Loss : 4.8532e-05	 RES : 8.2651e-08	 MSE : 2.5253e-05	 REL : 2.4654e-01
Epoch 332, 75%	 Loss : 5.5591e-05	 RES : 1.0374e-07	 MSE : 2.6982e-05	 REL : 2.4082e-01
Training Epoch 332 :	 Loss : 5.0324e-05 	 RES : 8.7042e-08	 MSE : 2.6874e-05	 REL : 2.4653e-01
Validation Epoch 332 :	 Loss : 5.0088e-05	 RES : 8.4635e-08	 MSE : 2.5646e-05	 REL : 2.4122e-01
Training Epoch 332 finished,took current epoch 188.66s,cumulative time 62779.86s
MODEL SAVED
Learning Rate : 0.001
Epoch 333, 25%	 Loss : 4.8902e-05	 RES : 8.0894e-08	 MSE : 2.3042e-05	 REL : 2.3340e-01
Epoch 333, 50%	 Loss : 4.8530e-05	 RES : 8.2591e-08	 MSE : 2.5261e-05	 REL : 2.4658e-01
Epoch 333, 75%	 Loss : 5.5591e-05	 RES : 1.0387e-07	 MSE : 2.7048e-05	 REL : 2.4111e-01
Training Epoch 333 :	 Loss : 5.0322e-05 	 RES : 8.6983e-08	 MSE : 2.6867e-05	 REL : 2.4650e-01
Validation Epoch 333 :	 Loss : 5.0086e-05	 RES : 8.4580e-08	 MSE : 2.5646e-05	 REL : 2.4122e-01
Training Epoch 333 finished,took current epoch 189.49s,cumulative time 62969.09s
MODEL SAVED
Learning Rate : 0.001
Epoch 334, 25%	 Loss : 4.8901e-05	 RES : 8.0878e-08	 MSE : 2.3031e-05	 REL : 2.3334e-01
Epoch 334, 50%	 Loss : 4.8529e-05	 RES : 8.2520e-08	 MSE : 2.5221e-05	 REL : 2.4639e-01
Epoch 334, 75%	 Loss : 5.5591e-05	 RES : 1.0402e-07	 MSE : 2.7076e-05	 REL : 2.4124e-01
Training Epoch 334 :	 Loss : 5.0320e-05 	 RES : 8.6911e-08	 MSE : 2.6840e-05	 REL : 2.4637e-01
Validation Epoch 334 :	 Loss : 5.0084e-05	 RES : 8.4503e-08	 MSE : 2.5621e-05	 REL : 2.4110e-01
Training Epoch 334 finished,took current epoch 188.66s,cumulative time 63157.61s
MODEL SAVED
Learning Rate : 0.001
Epoch 335, 25%	 Loss : 4.8899e-05	 RES : 8.0831e-08	 MSE : 2.3015e-05	 REL : 2.3326e-01
Epoch 335, 50%	 Loss : 4.8526e-05	 RES : 8.2459e-08	 MSE : 2.5212e-05	 REL : 2.4634e-01
Epoch 335, 75%	 Loss : 5.5590e-05	 RES : 1.0407e-07	 MSE : 2.7055e-05	 REL : 2.4114e-01
